filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfccs_mean1,mfccs_var1,mfccs_mean2,mfccs_var2,mfccs_mean3,mfccs_var3,mfccs_mean4,mfccs_var4,mfccs_mean5,mfccs_var5,mfccs_mean6,mfccs_var6,mfccs_mean7,mfccs_var7,mfccs_mean8,mfccs_var8,mfccs_mean9,mfccs_var9,mfccs_mean10,mfccs_var10,mfccs_mean11,mfccs_var11,mfccs_mean12,mfccs_var12,mfccs_mean13,mfccs_var13,mfccs_mean14,mfccs_var14,mfccs_mean15,mfccs_var15,mfccs_mean16,mfccs_var16,mfccs_mean17,mfccs_var17,mfccs_mean18,mfccs_var18,mfccs_mean19,mfccs_var19,mfccs_mean20,mfccs_var20
./adl-piano-wav/Classical/Classical/Paul Dukas/Villanelle.wav,0.26402613520622253,0.09863272309303284,0.4086854159832001,0.04356164112687111,984.8675440323476,169199.87378740875,1248.0276088157407,210550.86797177044,1731.4959789705765,914247.2446931634,0.048106899847349616,0.0015289531498094474,-0.0005016654031351209,0.16986796259880066,-0.0005889562307856977,0.010813997127115726,161.4990234375,-132.21685791015625,18202.115234375,144.32318115234375,3075.092041015625,-12.229140281677246,279.97479248046875,18.11365509033203,211.4999237060547,-7.822062969207764,126.47908020019531,-1.4749674797058105,96.02713012695312,-8.361924171447754,123.21636199951172,-1.28021240234375,121.4837646484375,-8.811141967773438,110.25262451171875,-5.769603729248047,139.9396209716797,-7.707986831665039,100.5037612915039,-4.632733345031738,84.92150115966797,-5.33018684387207,80.038330078125,-3.8330318927764893,95.63127136230469,-4.322212219238281,104.4255142211914,-2.345817804336548,70.78385162353516,-2.7840898036956787,62.98616027832031,-1.579530119895935,76.96912384033203,-0.9362568855285645,95.69584655761719,-0.7381474375724792,123.53314208984375
"./adl-piano-wav/Classical/Classical/Franz Liszt/Dream of Love Op62, No3.wav",0.17798903584480286,0.08894851058721542,0.15826404094696045,0.006025298498570919,610.1533635850412,12772.20090101562,577.3597953924024,21671.062933127017,931.2006642768192,51359.13885822246,0.03892291050028877,6.645144939130319e-05,-9.137230563283083e-07,0.029846590012311935,2.4026932806009427e-05,0.0004265647439751774,99.38401442307692,-309.28656005859375,4347.14892578125,144.98643493652344,1499.3736572265625,5.955522060394287,191.0885467529297,9.239911079406738,89.28789520263672,10.262362480163574,59.74855041503906,-15.630849838256836,63.296051025390625,-11.186692237854004,59.082435607910156,-6.347164630889893,54.48429870605469,-17.06594467163086,83.75031280517578,-19.590431213378906,70.58097076416016,-13.935844421386719,63.603172302246094,-10.960559844970703,58.668739318847656,-7.901939868927002,60.19966125488281,-4.026378154754639,57.09440994262695,-1.301396131515503,96.38695526123047,0.5082929134368896,146.7306365966797,0.4159061312675476,139.43051147460938,-2.3346447944641113,88.37467193603516,-6.058803558349609,102.58076477050781,-9.00672721862793,148.31961059570312
"./adl-piano-wav/Classical/Classical/Franz Liszt/Consolation, S172 No1.wav",0.27425307035446167,0.09836840629577637,0.3098154366016388,0.036373089998960495,745.6142353978012,54847.21606989584,900.7566696692545,116542.43246073325,1219.6812270058924,286633.7362075409,0.03903765079004456,0.0006567895052700008,-0.0001374025596305728,0.11557478457689285,-0.0009299913654103875,0.004951232112944126,60.09265988372093,-210.09921264648438,16424.6640625,151.3623046875,3746.46240234375,-2.449904680252075,221.67066955566406,15.460736274719238,157.7405548095703,4.20289421081543,210.95115661621094,-4.592491149902344,127.158447265625,-8.988967895507812,120.61882019042969,-7.694484233856201,115.18228912353516,-13.567448616027832,107.92015838623047,-13.286823272705078,119.51282501220703,-10.575084686279297,142.6723175048828,-4.591909885406494,117.97586059570312,-2.7172415256500244,121.50301361083984,-1.5357202291488647,172.50547790527344,1.398490071296692,326.1922607421875,3.0154812335968018,224.8769989013672,0.9393038749694824,113.1271743774414,-2.259963035583496,137.33912658691406,-7.493435859680176,126.0697250366211,-5.749021530151367,88.30366516113281
./adl-piano-wav/Classical/Classical/Franz Liszt/Liebestraum.wav,0.20717377960681915,0.09699501842260361,0.13137602806091309,0.008006312884390354,615.3742086015874,48079.8403720647,579.4067523250869,101683.22607560566,944.3269267387709,308954.1433043413,0.03985522030234447,0.0003115377775193071,-2.0701140783785377e-06,0.024169130250811577,-1.253182108484907e-05,0.00036495039239525795,89.10290948275862,-340.5553894042969,6439.794921875,136.89064025878906,2630.765625,9.381478309631348,196.0334014892578,3.786548137664795,85.72000885009766,5.285895347595215,71.90225219726562,-16.002071380615234,102.3399887084961,-18.52633285522461,113.37696075439453,-13.680118560791016,94.69371032714844,-16.33035659790039,102.3109130859375,-19.496692657470703,66.94158172607422,-18.44633674621582,117.4157485961914,-14.430058479309082,131.31488037109375,-9.745494842529297,150.37875366210938,-5.683259010314941,156.03964233398438,-0.5093035101890564,147.10057067871094,2.915065050125122,129.20565795898438,3.96094012260437,107.52025604248047,5.055837154388428,98.8934326171875,1.4249873161315918,160.8406219482422,-7.147582530975342,175.14984130859375
"./adl-piano-wav/Classical/Classical/Franz Liszt/Consolation, S172 No3.wav",0.2102331519126892,0.12400203943252563,0.09659752994775772,0.015855420380830765,1140.254952026378,407264.9620213928,1129.286347103969,452920.3168578019,1741.6523179875073,2211393.099537641,0.07747780180132892,0.003091395270610432,-6.307386229309486e-06,0.022930622100830078,-6.129268149379641e-05,0.0010354378027841449,117.45383522727273,-368.79827880859375,12295.2578125,63.12233352661133,2487.122802734375,-1.3752832412719727,190.52294921875,-1.4510873556137085,176.47093200683594,-4.340076446533203,158.18043518066406,0.9536838531494141,204.05325317382812,-0.24906888604164124,226.45504760742188,0.3487085700035095,165.55960083007812,-2.4841225147247314,198.4676971435547,2.3863227367401123,251.9328155517578,2.981701135635376,281.3609924316406,3.105855941772461,220.18490600585938,1.2999871969223022,163.33563232421875,-1.6937737464904785,228.61380004882812,-3.8515594005584717,215.78663635253906,-4.2527384757995605,118.56002044677734,-4.102810859680176,106.2838134765625,-3.0707528591156006,118.4330825805664,-1.940686821937561,139.66111755371094,0.9232650399208069,244.8509979248047
./adl-piano-wav/Classical/Classical/Franz Liszt/Etude No 9 Ricordanza.wav,0.22128926217556,0.09364517033100128,0.18675829470157623,0.006573611404746771,593.9411252735628,12139.00368265007,574.3082514802605,23426.725941503217,922.2847386091611,52253.12881069508,0.0371508483826156,5.322509762763922e-05,-9.342095950160001e-07,0.03799774870276451,-5.352243078959873e-06,0.0009075295529328287,99.38401442307692,-276.9858703613281,5054.31494140625,171.478271484375,1412.1903076171875,1.6786690950393677,282.0698547363281,7.4970269203186035,119.8049087524414,10.396978378295898,107.01274108886719,-16.989538192749023,88.01667022705078,-13.889068603515625,87.60086822509766,-11.092362403869629,79.9717788696289,-21.437135696411133,152.00149536132812,-24.01799964904785,87.3526840209961,-18.89590835571289,119.55425262451172,-14.026710510253906,103.6460952758789,-10.788195610046387,122.40374755859375,-8.231788635253906,100.46856689453125,-4.869688510894775,141.3860626220703,-3.0136570930480957,161.6347198486328,-3.7929043769836426,127.72460174560547,-2.334165334701538,141.01446533203125,-0.3303210139274597,170.0839385986328,-3.513301372528076,148.21145629882812
"./adl-piano-wav/Classical/Classical/Franz Liszt/Consolation, S172 No4.wav",0.2924937903881073,0.09277670085430145,0.38255128264427185,0.03596034646034241,701.4536990471927,49756.81601487107,911.1443451693837,112328.77569569545,1193.5084766558552,260746.58734360055,0.03452001736407477,0.000842351690707897,0.00040696433279663324,0.15770959854125977,0.0006487900973297656,0.005993279162794352,60.09265988372093,-166.97499084472656,14465.408203125,172.22283935546875,3219.6767578125,-6.189417839050293,222.2403564453125,16.958364486694336,179.3902587890625,5.458017349243164,194.34649658203125,-1.6582754850387573,99.3511962890625,-4.562963485717773,77.91958618164062,-3.0343713760375977,76.84188842773438,-10.719597816467285,83.34565734863281,-11.789307594299316,99.67649841308594,-9.507862091064453,72.04499053955078,-6.784054756164551,80.13256072998047,-6.878484725952148,74.1840591430664,-5.207025527954102,80.18850708007812,-7.458322048187256,112.8841323852539,-6.116486549377441,117.67935180664062,-4.486529350280762,124.73291015625,-1.5990993976593018,106.90322875976562,0.18373627960681915,115.67735290527344,-0.8498332500457764,207.04054260253906
./adl-piano-wav/Classical/Classical/Franz Liszt/Second Ballade.wav,0.2659304440021515,0.09879298508167267,0.3818344175815582,0.03839520364999771,819.6378779314449,105442.10435980326,1031.4451197639366,146279.950811372,1397.3508558245755,508808.55957280996,0.0397021930543491,0.0010321253628989898,-0.00013828619557898492,0.16109205782413483,-0.00029570155311375856,0.006322579924017191,117.45383522727273,-162.03443908691406,13789.470703125,153.32386779785156,2979.379150390625,-9.06324291229248,298.9068298339844,16.413484573364258,172.19700622558594,0.06246284767985344,155.2820281982422,-2.719736337661743,120.24047088623047,-4.859595775604248,112.51365661621094,-2.5107216835021973,95.25566864013672,-8.44734001159668,113.47470092773438,-9.884980201721191,141.2753448486328,-8.498894691467285,117.55723571777344,-5.249228477478027,98.49280548095703,-4.284261703491211,101.42654418945312,-3.3039391040802,96.29927825927734,-4.223776340484619,118.234619140625,-3.3763439655303955,112.80754089355469,-3.076064348220825,109.34029388427734,-1.6721370220184326,100.78369140625,-1.1402685642242432,107.95153045654297,-1.6972507238388062,137.66091918945312
./adl-piano-wav/Classical/Classical/Jeremiah Clarke/Indulo-Marsch.wav,0.20906281471252441,0.08547033369541168,0.2516571879386902,0.012556997127830982,735.5909852987521,18398.761604890347,796.5749935134965,39027.677282874494,1223.3716935675761,85809.55789696107,0.044528134064539523,0.00013987534003699747,1.4965992249926785e-06,0.06947431713342667,0.00017150526400655508,0.002192684216424823,117.45383522727273,-221.8721923828125,5015.09716796875,168.58409118652344,563.13720703125,-12.226720809936523,168.0623016357422,16.38233184814453,151.71371459960938,7.220529079437256,220.97337341308594,-13.54687786102295,102.88546752929688,-10.519007682800293,93.38859558105469,-3.6381309032440186,49.366695404052734,-4.970817565917969,70.70599365234375,-6.321568012237549,111.37950897216797,-6.245962142944336,146.36813354492188,-6.671102523803711,101.44249725341797,-4.265969276428223,89.53113555908203,-2.871096611022949,78.646728515625,-4.949969291687012,107.10643768310547,-8.020447731018066,114.53689575195312,-8.769022941589355,138.3047332763672,-1.7854416370391846,50.19631576538086,2.7469420433044434,151.1157989501953,-4.309826850891113,125.71033477783203
./adl-piano-wav/Classical/Classical/Jeremiah Clarke/Trumpet Voluntary.wav,0.20256458222866058,0.07992108166217804,0.24072444438934326,0.011317554861307144,622.6986276313146,13854.185889259523,652.4243309204321,41097.59362369064,993.6949091372283,62588.12149676348,0.037891332653985504,1.8933682701112446e-05,-2.5277651616306684e-07,0.06370767951011658,-0.00024643304641358554,0.001713642617687583,60.09265988372093,-234.81471252441406,5172.1318359375,180.6927490234375,460.9981384277344,-4.95811653137207,368.012451171875,13.292745590209961,114.81838989257812,11.411469459533691,83.96411895751953,-17.47075843811035,86.92377471923828,-13.956578254699707,42.292808532714844,-11.446198463439941,48.94561767578125,-25.33759307861328,75.6250228881836,-26.613391876220703,69.21028137207031,-21.36319923400879,35.6081428527832,-20.870037078857422,51.13507843017578,-21.066448211669922,101.38231658935547,-18.414764404296875,114.09725952148438,-8.81905746459961,57.022850036621094,0.8395617604255676,193.31793212890625,1.2137264013290405,201.19236755371094,-1.527711033821106,63.781497955322266,-2.5279510021209717,57.00606155395508,-5.68501091003418,69.01213836669922
